identifier,backtracks,propagations,duration,constraint_size,assignment_size,satisfied
2,1174,2358,338.6148865222931,102,4096,True
4,1178,2371,319.01507019996643,104,4096,True
5,7324,14662,506.5735626220703,102,4096,True
9,108,229,289.44714641571045,102,4096,True
10,6916,13841,484.6165392398834,104,4096,True
12,7728,15467,484.8484253883362,112,4096,True
14,5833,11680,343.8330445289612,100,4096,True
19,34,74,137.02956080436707,126,4096,True
22,23,53,172.9522144794464,126,4096,True
23,86,177,182.082515001297,126,4096,True
24,41,94,182.03947520256042,126,4096,True
25,1470,2949,212.20389461517334,98,4096,True
26,99,208,179.9445719718933,126,4096,True
27,858,1723,200.7664978504181,106,4096,True
28,9,24,178.5603108406067,126,4096,True
