identifier,backtracks,propagations,duration,constraint_size,assignment_size,satisfied
2,2736,5488,263.93692207336426,102,4096,True
4,5532,11082,386.11698746681213,104,4096,True
7,7112,14241,381.33764243125916,102,4096,True
9,2889,5790,231.76167607307434,102,4096,True
10,11748,23518,473.70760583877563,104,4096,True
12,2663,5340,229.80089378356934,112,4096,True
14,14145,28305,560.6526372432709,100,4096,True
19,21,52,71.20873022079468,126,4096,True
21,12103,24232,382.4686772823334,104,4096,True
22,82,171,135.53219962120056,126,4096,True
23,45,106,89.55540537834167,126,4096,True
24,324,664,96.76295971870422,126,4096,True
25,6324,12669,185.30144047737122,98,4096,True
26,180,371,142.5355658531189,126,4096,True
27,1292,2597,129.2114541530609,106,4096,True
28,13,34,141.3564944267273,126,4096,True
30,12146,24312,349.5207266807556,106,4096,True
