identifier,backtracks,propagations,duration,constraint_size,assignment_size,satisfied
4,1028,2071,543.2798476219177,104,4096,True
5,129,273,423.64710092544556,102,4096,True
6,485,984,474.7775800228119,98,4096,True
7,152,316,431.8215310573578,102,4096,True
9,1609,3232,553.6152422428131,102,4096,True
10,385,780,462.9808540344238,104,4096,True
12,122,256,397.63745307922363,112,4096,True
19,37,81,297.2522065639496,126,4096,True
20,1657,3328,444.60214829444885,98,4096,True
21,2186,4386,475.03282022476196,104,4096,True
22,50,108,327.6738588809967,126,4096,True
23,106,217,308.14010286331177,126,4096,True
24,871,1752,329.5215401649475,126,4096,True
25,1221,2451,388.96957755088806,98,4096,True
26,76,162,311.02972865104675,126,4096,True
27,889,1789,364.00788474082947,106,4096,True
28,24,56,304.558837890625,126,4096,True
29,906,1824,425.1634876728058,106,4096,True
30,225,463,339.42554211616516,106,4096,True
