identifier,backtracks,propagations,duration,constraint_size,assignment_size,satisfied
2,99,253,240.2343761920929,102,4096,True
3,303,688,267.95557594299316,104,4096,True
4,1131,2315,331.6054332256317,104,4096,True
5,3817,7714,547.6828505992889,102,4096,True
7,12,108,242.26121735572815,102,4096,True
9,268,603,245.0107171535492,102,4096,True
12,300,652,247.68314599990845,112,4096,True
13,1693,3496,406.54154419898987,102,4096,True
17,4114,8334,432.74537110328674,106,4096,True
19,0,30,111.94576025009155,126,4096,True
21,6499,13057,434.02053022384644,104,4096,True
22,8,49,103.2468523979187,126,4096,True
23,0,46,95.58889174461365,126,4096,True
24,145,339,107.65786266326904,126,4096,True
25,3068,6195,210.6284637451172,98,4096,True
26,0,54,99.39835476875305,126,4096,True
27,27,116,109.01809859275818,106,4096,True
28,0,26,99.29125642776489,126,4096,True
